TIPO_ELEZIONI,QUESITO,ANNO,PREFERENZA,ABS_RANK,TIPO_METRICA,VOTI,LBL_TIPO_METRICA,FLG_NOT_VALID
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,VOTANTI,2,PERC_ASS,57.01,Percentuale (su aventi diritto),1
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,VOTANTI,2,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,SI,3,VOTI_OTTENUTI,25180245.0,Voti ottenuti,0
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,SI,3,PERC_ASS,53.44,Percentuale (su aventi diritto),0
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,SI,3,PERC_VAL,94.75,Percentuale (su voti validi),0
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,ASTENUTI,4,PERC_ASS,42.99,Percentuale (su aventi diritto),1
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,ASTENUTI,4,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,ASTENUTI,4,VOTI_OTTENUTI,20254461.0,Voti ottenuti,1
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,NO,5,PERC_VAL,5.25,Percentuale (su voti validi),0
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,NO,5,VOTI_OTTENUTI,1394568.0,Voti ottenuti,0
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,NO,5,PERC_ASS,2.96,Percentuale (su aventi diritto),0
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,BIANCHE,6,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,BIANCHE,6,VOTI_OTTENUTI,196037.0,Voti ottenuti,1
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,BIANCHE,6,PERC_ASS,0.42,Percentuale (su aventi diritto),1
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,NULLE,7,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,NULLE,7,VOTI_OTTENUTI,92145.0,Voti ottenuti,1
REFERENDUM,3. Abrogazione delle nuove norme che consentono la produzione nel territorio di energia elettrica nucleare,2011,NULLE,7,PERC_ASS,0.2,Percentuale (su aventi diritto),1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,ELETTORI,1,VOTI_OTTENUTI,47117456.0,Voti ottenuti,1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,ELETTORI,1,PERC_ASS,100.0,Percentuale (su aventi diritto),1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,ELETTORI,1,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,VOTANTI,2,VOTI_OTTENUTI,26856924.0,Voti ottenuti,1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,VOTANTI,2,PERC_ASS,57.0,Percentuale (su aventi diritto),1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,VOTANTI,2,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,SI,3,VOTI_OTTENUTI,25218424.0,Voti ottenuti,0
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,SI,3,PERC_ASS,53.52,Percentuale (su aventi diritto),0
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,SI,3,PERC_VAL,95.15,Percentuale (su voti validi),0
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,ASTENUTI,4,PERC_ASS,43.0,Percentuale (su aventi diritto),1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,ASTENUTI,4,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,ASTENUTI,4,VOTI_OTTENUTI,20260532.0,Voti ottenuti,1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,NO,5,PERC_VAL,4.85,Percentuale (su voti validi),0
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,NO,5,VOTI_OTTENUTI,1285830.0,Voti ottenuti,0
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,NO,5,PERC_ASS,2.73,Percentuale (su aventi diritto),0
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,BIANCHE,6,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,BIANCHE,6,VOTI_OTTENUTI,249675.0,Voti ottenuti,1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,BIANCHE,6,PERC_ASS,0.53,Percentuale (su aventi diritto),1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,NULLE,7,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,NULLE,7,VOTI_OTTENUTI,102995.0,Voti ottenuti,1
REFERENDUM,"4. Abrogazione di norme della legge 7 aprile 2010, n.51, in materia di legittimo impedimento del Presidente del Consiglio dei Ministri e dei Ministri a comparire in udienza penale, quale risultante a seguito della sentenza n.23 del 2011 della Corte Costituzionale ",2011,NULLE,7,PERC_ASS,0.22,Percentuale (su aventi diritto),1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,ELETTORI,1,VOTI_OTTENUTI,46720943.0,Voti ottenuti,1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,ELETTORI,1,PERC_ASS,100.0,Percentuale (su aventi diritto),1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,ELETTORI,1,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,VOTANTI,2,VOTI_OTTENUTI,31997916.0,Voti ottenuti,1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,VOTANTI,2,PERC_ASS,68.49,Percentuale (su aventi diritto),1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,VOTANTI,2,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,NO,3,VOTI_OTTENUTI,19026617.0,Voti ottenuti,0
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,NO,3,PERC_ASS,40.72,Percentuale (su aventi diritto),0
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,NO,3,PERC_VAL,59.96,Percentuale (su voti validi),0
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,ASTENUTI,4,PERC_ASS,31.51,Percentuale (su aventi diritto),1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,ASTENUTI,4,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,ASTENUTI,4,VOTI_OTTENUTI,14723027.0,Voti ottenuti,1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,SI,5,PERC_VAL,40.04,Percentuale (su voti validi),0
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,SI,5,VOTI_OTTENUTI,12708172.0,Voti ottenuti,0
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,SI,5,PERC_ASS,27.2,Percentuale (su aventi diritto),0
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,NULLE,6,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,NULLE,6,VOTI_OTTENUTI,189007.0,Voti ottenuti,1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,NULLE,6,PERC_ASS,0.4,Percentuale (su aventi diritto),1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,BIANCHE,7,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,BIANCHE,7,VOTI_OTTENUTI,74120.0,Voti ottenuti,1
REFERENDUM,1. PER L'APPROVAZIONE DELLA LEGGE DI RIFORMA COSTITUZIONALE,2016,BIANCHE,7,PERC_ASS,0.16,Percentuale (su aventi diritto),1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,ELETTORI,1,VOTI_OTTENUTI,46418677.0,Voti ottenuti,1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,ELETTORI,1,PERC_ASS,100.0,Percentuale (su aventi diritto),1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,ELETTORI,1,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,VOTANTI,2,VOTI_OTTENUTI,24993015.0,Voti ottenuti,1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,VOTANTI,2,PERC_ASS,53.84,Percentuale (su aventi diritto),1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,VOTANTI,2,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,ASTENUTI,3,VOTI_OTTENUTI,21425662.0,Voti ottenuti,1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,ASTENUTI,3,PERC_ASS,46.16,Percentuale (su aventi diritto),1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,ASTENUTI,3,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,SI,4,PERC_ASS,36.99,Percentuale (su aventi diritto),0
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,SI,4,PERC_VAL,69.64,Percentuale (su voti validi),0
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,SI,4,VOTI_OTTENUTI,17168702.0,Voti ottenuti,0
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,NO,5,PERC_VAL,30.36,Percentuale (su voti validi),0
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,NO,5,VOTI_OTTENUTI,7484748.0,Voti ottenuti,0
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,NO,5,PERC_ASS,16.12,Percentuale (su aventi diritto),0
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,BIANCHE,6,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,BIANCHE,6,VOTI_OTTENUTI,210848.0,Voti ottenuti,1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,BIANCHE,6,PERC_ASS,0.45,Percentuale (su aventi diritto),1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,NULLE,7,PERC_VAL,,Percentuale (su voti validi),1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,NULLE,7,VOTI_OTTENUTI,128717.0,Voti ottenuti,1
REFERENDUM,1. REFERENDUM COSTITUZIONALE - RIDUZIONE DEL NUMERO DEI PARLAMENTARI,2020,NULLE,7,PERC_ASS,0.28,Percentuale (su aventi diritto),1
